load	0.044032481301167915	0.01000992333406502	0	0.07630750617278552	0.05584899159819422	-0.013866460531272752	0.01350398712346156	0	0.09836579555139058	0.0140755793390067	0	0	0.07052947336079603	0	0.29513058987611107	0	0.36397256016586016	0	0	0	
got	0.10011660845664529	0.03026853141049328	0.08561080191688565	0.02373155373228568	0.16929520489775418	0.0030085377436097557	0.0817954392924322	0	0.04517804573066591	-0.007854663289684071	0	0.018048376079568624	0.14335205880834956	0.09584962941498443	0	0	0.3264453601269561	0	0	0.12965038887909586	
better	0.03732833917804475	0.12699571817493086	0.13442428004273155	0.16413575671331734	0.19312454617802852	0.13711332263044906	0.006392696807959923	0	0.0023969855033540884	0.1884612488583986	0.6467716355258495	0.12836969311866223	0.03553900832453033	0.38721297846454106	0.030364481950169372	0.18180409166632733	-0.0610381625502367	0.20828939038593977	0	0.19452089173325304	
turn	0.07274645266695752	0.04022856703261077	0.044068290574369326	0.13447561529025298	0.3104384408460961	0.08812175313843047	0.03766855227495859	0.23839154842206556	0.18897483145310917	0.06437568667766007	0.35912534919632483	0.3612057672074052	0.10526461016518707	0.30198520092785075	0.017422039889554285	0.3675618728252145	-0.00588609838888448	0.15019108221208358	0	0.2833959416003179	
keychains	0	0	0	0	0	0.062216250771319315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
illness	0.11629505465714435	0	0	0	0.1504099313970954	0	0	0	0	0	0	0.24211597646654875	0.14057478120669054	0	0	0	0	0.14779008040536096	0	0.04616398438110609	
use	0.03679886574039843	0.16201171391956407	0.015699189792229336	0.036291088417788914	0.05831921854108244	0.02878727888556623	0.15441964866659846	0	0.07985458939168923	-0.02301593167798759	0.43627139132783876	0.24372759294759475	0.18902064633792787	0.13189547515081398	0.09296392378684777	0.14117495807988711	-0.06577642226229151	0.14800282343157	0.1508539226658452	0.2401914067207583	
throat	0.07128576299012154	0.05510321779732459	0	0.05484722864463824	0.1802583241781146	0.05336263955357491	0.01744726480135167	0	0.033271528225833416	0.1478465688949757	0	0.0408030825170635	0.3010357222026827	0	0	0	0	0	0	0.11558316015794626	
orientation	0	0	0	0	0	0	0.11306335481024656	0	0	0	0	0	0	0	0	0	0	0	0	0	
come	0.16339717131690326	0.193529425991184	-0.027564550887728717	0.10334743682963679	0.07440492180389682	0.11664728891705514	0.0022564707075758313	0.18025350977925303	0.3505120890141259	0.04385770836767879	0.12806831977930672	0.22786055856365742	0.21711444630551388	0.006327482324134243	-0.011884387707917027	0.2630649841724281	-0.19692901405192093	0.364028238347034	0.5241840447380649	0.10829007959855452	
